ev_id,regis_no,damage,acft_make,acft_model,acft_category,total_seats,num_eng,date_last_insp,owner_country,oper_name,dprt_apt_id,dprt_city,dprt_state,dprt_country,dprt_time,dest_apt_id,dest_city,dest_state,dest_country,ntsb_no,ev_type,ev_date,ev_dow,ev_time,ev_city,ev_state,ev_country,ev_site_zipcode,ev_year,ev_month,latitude,longitude,apt_name,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,wind_vel_kts,altimeter,ev_highest_injury,inj_total,lchg_date,dec_latitude,dec_longitude,finding_code,finding_description,occurence_description
20140203X35450,N921DL,SUBS,MCDONNELL DOUGLAS,MD 88,AIR,157,2,1/3/2014,USA,Delta Air Lines,ATL,Atlanta,GA,USA,,MIA,MIAMI,FL,USA,DCA14CA051,ACC,1/31/2014,Fr,1330,Atlanta,GA,USA,30354,2014,1,333813N,0842541W,HARTSFIELD - ATLANTA INTL,DAYL,FEW,25000,0,NONE,3,30.20000076,NONE,144,9/25/2020,33.636943,-84.428054,206301548,Personnel issues-Task performance-Use of equip/Communication,Prior to flight Ground handling event
20140320X53321,N803NW,,AIRBUS,A330 323,AIR,309,2,3/15/2014,USA,Delta Air Lines,SEA,SEATTLE,WA,USA,2227,RJAA,Narita,,JA,DCA14CA083,ACC,3/17/2014,Mo,200,Seattle,PO,USA,0,2014,3,037383N,0130410W,,NITE,,0,0,,,0,SERS,265,9/25/2020,37.634254,-130.069396,302203583,Environmental issues-Physical environment-Object/animal/bird,Enroute-cruise Cabin safety event
20140507X51410,N809DN,,BOEING,737 - 932ER,AIR,189,2,3/1/2014,USA,Delta Air Lines,SAN,San Diego,CA,USA,,DTW,Detroit,MI,USA,DCA14CA090,ACC,3/5/2014,We,700,San Diego,CA,USA,92101,2014,3,032446N,1171123W,San Diego International,DAYL,FEW,0,0,NONE,3,30.06999969,SERS,187,9/25/2020,32.735,-117.18972,205000032,Personnel issues-Action/decision-Action-Incorrect action performance,Prior to flight Cabin safety event
20140619X52159,N968WN,,BOEING,737 7H4,AIR,151,2,6/16/2014,USA,Southwest Airlines,LAS,LAS VEGAS,NV,USA,1325,ATL,ATLANTA,GA,USA,DCA14CA120,ACC,6/17/2014,Tu,1430,Dallas,TX,USA,75235,2014,6,323019N,0097924W,,DAYL,SCAT,2000,30000,BKN,18,29.95000076,SERS,144,9/25/2020,32.505279,-97.156669,102253002,Aircraft-Aircraft systems-Equipment/furnishings,Enroute Cabin safety event
20140624X40942,N77066,,BOEING,767 424ER,AIR,,,,USA,United Airlines,SBGR,Sao Paulo,,BR,2108,KEWR,Newark,NJ,USA,DCA14CA124,ACC,6/17/2014,Tu,2108,Newark,NJ,USA,7101,2014,6,404035N,0741058W,,NITE,,0,0,,,0,SERS,13,9/25/2020,40.676387,-74.182777,206000032,Personnel issues-Task performance-Use of equip/Communication,Enroute-cruise Cabin safety event
20140714X45633,N139DL,MINR,BOEING,767 332,AIR,,2,,USA,Delta Air Lines,LAX,Los Angeles,CA,USA,2016,ATL,ATLANTA,GA,USA,ENG14IA019,INC,7/11/2014,Fr,2045,Los Angeles,CA,USA,90045,2014,7,335630N,1182430W,LOS ANGELES INTL,DAYL,,0,0,,,0,NONE,208,9/25/2020,33.941665,-118.408332,206203041,Personnel issues-Task performance-Use of equip/Communication,Initial climb Fire/smoke (non-impact)
20140806X21104,N553UA,SUBS,BOEING,757,AIR,190,2,5/18/2014,USA,United Airlines,IAH,HOUSTON,TX,USA,248,SAN,San Diego,CA,USA,DCA14LA137,ACC,7/30/2014,We,540,San Diego,CA,USA,92101,2014,7,324359N,1171117W,SAN DIEGO INTL,NITE,FEW,0,0,NONE,6,29.97999954,NONE,174,9/25/2020,32.733055,-117.188056,204101544,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
20140814X52213,N943LR,SUBS,BOMBARDIER,CL600 2D24 - 900,AIR,80,2,6/26/2014,USA,Mesa Airlines,SAT,San Antonio,TX,USA,,PHX,PHOENIX,AZ,USA,CEN14LA430,ACC,8/9/2014,Sa,1234,San Antonio,TX,USA,78216,2014,8,293137N,0982819W,SAN ANTONIO INTL,DAYL,FEW,1700,0,,5,30.02000046,NONE,80,9/25/2020,29.526945,-98.471946,206301539,Personnel issues-Task performance-Use of equip/Communication,Pushback/towing Ground collision
20140814X52852,N758SW,SUBS,BOEING,737 7H4,AIR,151,2,8/6/2014,USA,Southwest Airlines,,,,USA,,,,,USA,WPR14LA346,ACC,8/14/2014,Th,1541,Salt Lake City,UT,USA,84116,2014,8,404711N,1115823W,SALT LAKE CITY INTL,DAYL,FEW,6000,0,NONE,5,30.06999969,NONE,5,9/25/2020,40.786388,-111.973052,206300039,Personnel issues-Task performance-Use of equip/Communication,Standing-engine(s) not oper Ground handling event
20140826X64917,N421YX,,EMBRAER,ERJ170-200LR,AIR,76,2,8/17/2014,USA,Republic Airlines,ORD,Chicago,IL,USA,,IAH,Houston,TX,USA,CEN14CA455,ACC,8/22/2014,Fr,2300,Hemphill,TX,USA,75948,2014,8,311345N,0093384W,,DAYL,CLER,0,0,NONE,,0,SERS,54,9/25/2020,31.229166,-93.634445,303202582,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Aircraft wake turb encounter
20140829X32709,N666UA,,BOEING,767 322,AIR,228,2,7/13/2014,USA,United Airlines,EGLL,London,,UK,1103,IAH,HOUSTON,TX,USA,DCA14CA157,ACC,8/18/2014,Mo,1321,Reykjavik,AO,IC,0,2014,8,037384N,0725144W,,DAYL,,0,0,,37,0,SERS,221,9/25/2020,37.634544,-72.862243,102252008,Aircraft-Aircraft systems-Equipment/furnishings,Enroute Cabin safety event
20140918X21722,N654A,SUBS,BOEING,757 223,AIR,172,2,,USA,American Airlines,SJU,San Juan,PR,USA,2144,MIA,Miami,FL,USA,DCA14CA161,ACC,9/16/2014,Tu,27,Miami,FL,USA,33135,2014,9,254557N,0080138W,MIAMI INTL,NITE,FEW,3000,0,NONE,9,30.10000038,NONE,172,9/25/2020,25.765832,-80.218887,204101533,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Abnormal runway contact
20140918X52311,N656JB,MINR,AIRBUS,A320 232,AIR,,2,,USA,JetBlue Airways,LGB,Long Beach,CA,USA,,AUS,AUSTIN,TX,USA,ENG14IA028,INC,9/18/2014,Th,1630,Long Beach,CA,USA,90808,2014,9,033496N,0118841W,LONG BEACH /DAUGHERTY FIELD/,DAYL,,0,0,,,0,NONE,147,9/25/2020,33.818332,-118.144721,105725006,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Initial climb Loss of engine power (partial)
20140922X14716,N669US,,BOEING,747,AIR,403,4,,USA,Delta Air Lines,ATL,Atlanta,GA,USA,,NRT,Tokyo,,JA,ENG14IA027,INC,9/21/2014,Su,1805,Atlanta,GA,USA,30354,2014,9,343813N,0842541W,HARTSFIELD - JACKSON ATLANTA I,DAYL,SCAT,5000,0,NONE,7,30.02000046,NONE,333,9/25/2020,34.636943,-84.428054,206301541,Personnel issues-Task performance-Use of equip/Communication,Initial climb Loss of engine power (total)
20141001X94301,N16147,SUBS,EMBRAER,EMB 145XR,AIR,54,2,,USA,ExpressJet Airlines,KFSD,SIOUX FALLS,SD,USA,32,KORD,Chicago,IL,USA,DCA14CA170,ACC,9/13/2014,Sa,126,Chicago,IL,USA,60666,2014,9,415824N,0875357W,Chicago O-HAre,NITE,FEW,1100,3400,OVC,14,30.27000046,MINR,38,9/25/2020,41.973331,-87.899169,204152039,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20141011X20926,N26906,MINR,BOEING,787-8,AIR,,,10/8/2014,USA,United Airlines,EGLL,London,,UK,1457,IAH,HOUSTON,TX,USA,ENG15IA037,INC,10/10/2014,Fr,1300,London,,UK,0,2014,10,512839N,0002741E,Heathrow International Airport,DAYL,FEW,3000,0,,12,0,,,9/25/2020,51.4775,-0.461388,102316001,Aircraft-Aircraft systems-Equipment/furnishings,Initial climb Other weather encounter
20141023X80357,N67171,MINR,BOEING,757 232,AIR,192,2,9/1/2014,USA,Delta Air Lines,KMSP,Minneapolis,MN,USA,2350,KLAX,Los Angeles,CA,USA,DCA15CA012,ACC,10/23/2014,Th,57,Minneapolis,MN,USA,55450,2014,10,445250N,0931249W,Minneapolis St Paul,NITE,SCAT,0,0,OVC,12,30.04000092,NONE,272,9/25/2020,44.880554,-93.213607,204101045,Personnel issues-Action/decision-Action-Incorrect action performance,Pushback/towing Ground collision
20141121X15631,N263WN,MINR,BOEING,737 7H4,AIR,151,2,11/19/2014,USA,Southwest Airlines,DAL,Dallas,TX,USA,48,DAL,Dallas,TX,USA,DCA15CA025,ACC,11/21/2014,Fr,200,Dallas,TX,USA,75235,2014,11,325030N,0096510W,Dallas,NITE,FEW,0,0,NONE,13,30.02000046,NONE,179,9/25/2020,32.841667,-96.849998,204101544,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-to runway Ground collision
20141211X62917,N16217,,BOEING,737 824,AIR,,2,,USA,United Airlines,SRQ,SARASOTA,FL,USA,,ORD,CHICAGO,IL,USA,DCA15CA035,ACC,11/24/2014,Mo,1920,Valdosta,GA,USA,31601,2014,11,304650N,0831647W,,DAYL,,0,0,,,0,SERS,159,9/25/2020,30.780555,-83.279724,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20141217X43728,N7710A,SUBS,BOEING,737,AIR,,,,USA,Southwest Airlines,SAT,San Antonio,TX,USA,2235,BWI,Baltimore,MD,USA,DCA15CA037,ACC,12/13/2014,Sa,130,Baltimore,MD,USA,21240,2014,12,391031N,0076406W,Baltimore Washington Internati,NITE,FEW,3700,0,,10,30.10000038,NONE,145,9/25/2020,39.175277,-76.668334,302204591,Environmental issues-Physical environment-Object/animal/bird,Approach Birdstrike
20150116X52840,N481WN,,BOEING,737 7H4,AIR,,2,,USA,Southwest Airlines,LAX,Los Angeles,CA,USA,1547,,San Jose,CA,USA,DCA15CA050,ACC,12/11/2014,Th,1630,San Jose,CA,USA,95113,2014,12,372146N,1215545W,,DAYL,FEW,1100,4000,BKN,23,29.54999924,SERS,81,9/25/2020,37.362777,-121.929168,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20150219X14806,N59053,,BOEING,767,AIR,259,,2/14/2015,USA,United Airlines,KEWR,Newark,NJ,USA,1453,KHNL,Honolulu,HI,USA,DCA15LA067,ACC,2/15/2015,Su,103,HONOLULU,PO,USA,96801,2015,2,223632N,1535035W,,DAYL,,0,0,,97,29.92000008,SERS,250,9/25/2020,22.608888,-153.843048,303202083,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
20150305X42958,N909DL,SUBS,MCDONNELL DOUGLAS,MD 88,AIR,,,3/3/2015,USA,Delta Air Lines,ATL,Atlanta,GA,USA,1405,LGA,New York,NY,USA,DCA15FA085,ACC,3/5/2015,Th,,New York,NY,USA,11371,2015,3,404642N,0735211W,LA GUARDIA,DAYL,,0,0,,8,30.12000084,NONE,132,6/14/2021,40.778331,-73.86972,106205011,Aircraft-Aircraft oper/perf/capability-Performance/control parameters,Landing-landing roll Loss of control on ground
20150506X41316,N932LR,SUBS,BOMBARDIER,CL600 2D24,AIR,83,2,5/3/2015,USA,Mesa Airlines,KABQ,ALBUQUERQUE,NM,USA,1431,PHX,Phoenix,AZ,USA,DCA15CA118,ACC,5/4/2015,Mo,1410,Phoenix,AZ,USA,85034,2015,5,332615N,1115938W,PHOENIX SKY HARBOR INTL,DAYL,FEW,0,0,NONE,7,29.87000084,NONE,79,9/25/2020,33.4375,-111.993888,204152044,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20150511X92031,N941FR,MINR,AIRBUS,A319 112,AIR,144,2,,USA,Frontier Airlines,MCO,ORLANDO,FL,USA,102,LAS,LAS VEGAS,NV,USA,CEN15IA225,INC,5/5/2015,Tu,205,New Orleans,LA,USA,70062,2015,5,295936N,0901533W,,NITE,,0,10000,BKN,9,30.13999939,NONE,136,9/25/2020,29.993333,-90.259162,103561001,Aircraft-Aircraft structures,Enroute-cruise Sys/Comp malf/fail (non-power)
20150523X13659,N334NW,,AIRBUS,A320 212,AIR,,2,,USA,Delta Air Lines,,Atlanta,GA,USA,,,Vancouver,,CA,DCA15CA125,ACC,5/23/2015,Sa,2041,Atlanta,GA,USA,30337,2015,5,333812N,0842540W,,DAYL,FEW,25000,0,,9,30.29999924,SERS,147,9/25/2020,33.636665,-84.42778,206301532,Personnel issues-Task performance-Use of equip/Communication,Initial climb Cabin safety event
20150608X90730,N869GA,,MCDONNELL DOUGLAS,DC 9 83(MD-83),AIR,,2,5/5/2015,USA,Allegiant Air,PIE,St Petersburg,FL,USA,,HGR,Hagerstown,MD,USA,DCA15CA129,ACC,6/8/2015,Mo,2100,St Petersburg,FL,USA,33762,2015,6,275436N,0824115W,St Pete-Clearwater,DAYL,CLER,0,0,,4,29.97999954,SERS,145,9/25/2020,27.909999,-82.6875,204151036,Personnel issues-Action/decision-Action-Incorrect action performance,Initial climb Fire/smoke (non-impact)
20150611X74851,N246LR,,BOMBARDIER,CL600 2D24,AIR,,2,6/10/2015,USA,Mesa Airlines,KPHX,Phoenix,AZ,USA,1944,KDSM,Des Moines,IA,USA,DCA15CA131,ACC,6/10/2015,We,2114,McCook,NE,USA,69001,2015,6,392950N,1021138W,,DAYL,,0,0,,,0,SERS,80,9/25/2020,39.497222,-102.193885,303301091,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20150701X91130,N396DA,,BOEING,737 832,AIR,168,2,6/28/2015,USA,Delta Air Lines,BZN,Bozeman,MT,USA,1223,SLC,Salt Lake City,UT,USA,DCA15CA145,ACC,6/30/2015,Tu,1049,Salt Lake City,UT,USA,0,2015,6,404459N,0111544W,,NR,,0,0,,,0,SERS,1,9/25/2020,40.74971,-111.900978,206000032,Personnel issues-Task performance-Use of equip/Communication,Enroute-cruise Cabin safety event
20150701X91338,N825MH,,BOEING,767 432ER,AIR,,,6/23/2015,USA,Delta Air Lines,ATL,Atlanta,GA,USA,22,AMS,Amsterdam,,NL,DCA15CA146,ACC,6/29/2015,Mo,630,Atlanta,GA,USA,0,2015,6,033451N,0842325W,,NR,,0,0,,,0,SERS,1,9/25/2020,33.750347,-84.390213,201000032,Personnel issues-Physical-Impairment/incapacitation-Illness/injury,Enroute-cruise Cabin safety event
20150717X41748,N335NW,,AIRBUS,A320 212,AIR,159,2,5/16/2015,USA,Delta Air Lines,KMCO,Orlando,FL,USA,107,KBOS,Boston,MA,USA,DCA15CA152,ACC,6/29/2015,Mo,320,Boston,MA,USA,0,2015,6,422138N,0071338W,Boston,NITE,OVCT,0,0,OVC,4,29.78000069,SERS,156,9/25/2020,42.36063,-71.060516,205000043,Personnel issues-Action/decision-Action-Incorrect action performance,Enroute-descent Cabin safety event
20150805X75232,N779SW,MINR,BOEING,737,AIR,143,2,7/29/2015,USA,Southwest Airlines,SAN,San Diego,CA,USA,2126,SJC,San Jose,CA,USA,CEN15IA337,INC,8/5/2015,We,0,Denver,CO,USA,80249,2015,8,395142N,1044023W,Denver International Airport,DAYL,FEW,11000,0,NONE,6,30.05999947,MINR,149,9/25/2020,39.861667,-104.673057,202154539,Personnel issues-Psychological-Perception/orientation/illusion,Pushback/tow-engine oper Ground collision
20150811X22104,N332NW,MINR,AIRBUS,A320 211,AIR,,2,,USA,Delta Air Lines,BOS,BOSTON,MA,USA,2244,SLC,SALT LAKE CITY,UT,USA,OPS15IA020,INC,8/8/2015,Sa,202,Max,NE,USA,69037,2015,8,040823N,1012141W,,NITE,,0,2900,OVC,7,0,NONE,124,9/25/2020,40.13972,-101.361389,204151044,Personnel issues-Action/decision-Action-Incorrect action performance,Enroute-cruise Turbulence encounter
20150818X14949,N564UW,SUBS,AIRBUS,A321,AIR,198,2,,USA,American Airlines,ATL,ATLANTA,GA,USA,2145,CLT,Charlotte,NC,USA,DCA15LA173,ACC,8/15/2015,Sa,2237,Charlotte,NC,USA,28208,2015,8,351249N,0805657W,CHARLOTTE/DOUGLAS INTL,DUSK,SCAT,6000,10000,OVC,6,30.10000038,NONE,159,9/25/2020,35.213611,-80.949165,303402082,Environmental issues-Conditions/weather/phenomena,Approach-IFR final approach Windshear or thunderstorm
20150824X02325,N232WN,,BOEING,737 7H4,AIR,151,2,,USA,Southwest Airlines,KOAK,Oakland,CA,USA,,BUR,BURBANK,CA,USA,DCA15CA176,ACC,8/23/2015,Su,1830,Oakland,CA,USA,94621,2015,8,374318N,1221318W,Metro Oakland Airport,DAYL,,0,0,,,0,SERS,148,9/25/2020,37.721668,-122.221664,101092011,Aircraft-Aircraft handling/service-Towing and taxiing,Taxi-to runway Prop/jet/rotor blast/suction
20151005X22228,N9026C,,AIRBUS,A319,AIR,136,2,9/29/2015,USA,American Airlines,GND,St. Georges,AO,GJ,1240,MIA,MIAMI,FL,USA,DCA16CA001,ACC,10/1/2015,Th,1518,Nassau,,BF,0,2015,10,254537N,0076926W,,DAYL,,0,0,,,0,SERS,79,9/25/2020,25.760278,-76.157218,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20151005X35533,N662US,MINR,BOEING,747,AIR,403,4,10/2/2015,USA,Delta Air Lines,RKSI,Seoul,,KS,1038,KDTW,Detroit,MI,USA,ENG16IA001,INC,10/2/2015,Fr,510,Russian airspace,,JA,0,2015,10,551259N,0160635E,,NR,,0,0,,,0,NONE,367,9/25/2020,55.216388,160.109725,105725006,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Enroute Loss of engine power (partial)
20151022X65901,N383SW,,BOEING,737 3H4,AIR,,2,,USA,Southwest Airlines,MHT,Manchester,NH,USA,2025,BWI,Baltimore,MD,USA,DCA16CA008,ACC,10/9/2015,Fr,2100,Pound Ridge,NY,USA,10576,2015,10,411421N,0733447W,,DAYL,,0,0,,,0,SERS,148,9/25/2020,41.239166,-73.579719,206000032,Personnel issues-Task performance-Use of equip/Communication,Enroute Cabin safety event
20151023X50751,N183AN,,BOEING,757 223,AIR,,2,,USA,American Airlines,DFW,Dallas,TX,USA,,MCO,Orlando,FL,USA,DCA16CA009,ACC,10/21/2015,We,2256,Dallas,TX,USA,75261,2015,10,325350N,0097216W,Dallas / Ft Worth,DAYL,FEW,7500,25000,BKN,12,30.05999947,SERS,167,9/25/2020,32.89722,-97.03778,204101542,Personnel issues-Action/decision-Action-Incorrect action performance,Standing-engine(s) not oper Miscellaneous/other
20151026X81321,N69838,,BOEING,737-924ER,AIR,188,2,,USA,United Airlines,DEN,Denver,CO,USA,1400,MCO,Orlando,FL,USA,DCA16CA010,ACC,10/24/2015,Sa,1435,Plevna,KS,USA,67568,2015,10,038031N,0098238W,,DAYL,CLER,0,0,UNK,15,30.20000076,SERS,185,9/25/2020,38.008609,-98.385559,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20151107X52955,N27958,,BOEING,787,AIR,268,2,,USA,United Airlines,SBGL,Rio De Janeiro,,BR,2341,KIAH,Houston,TX,USA,DCA16CA021,ACC,11/7/2015,Sa,1100,Beaumont,TX,USA,77020,2015,11,294537N,0952211W,,NITE,,0,300,BKN,6,29.95000076,SERS,221,9/13/2021,29.760278,-95.36972,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20151124X65446,N725UW,,AIRBUS,A319 112,AIR,132,2,,USA,American Airlines,BDA,St. George GE CX,,BD,1826,PHL,Philadelphia,PA,USA,DCA16CA023,ACC,11/23/2015,Mo,2044,Philadelphia,PA,USA,0,2015,11,395251N,0751511W,,DAYL,FEW,900,0,BKN,75,29.92000008,SERS,5,12/7/2020,39.880832,-75.253051,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20151130X61148,N467WN,,BOEING,737 7H4,AIR,151,2,,USA,Southwest Airlines,KDAL,Dallas,TX,USA,2054,KSTL,St. Louis,MO,USA,DCA16CA026,ACC,11/29/2015,Su,2215,St Louis,MO,USA,63145,2015,11,383747N,0901426W,Lambert,DAYL,,0,1400,OVC,6,30.20000076,SERS,148,9/25/2020,38.629608,-90.240516,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20151213X84149,N3014R,,AIRBUS,A319 115,AIR,136,2,,USA,American Airlines,DFW,DALLAS-FORT WORTH,TX,USA,1636,CYEG,Edmonton,,CA,DCA16CA030,ACC,12/10/2015,Th,1953,Great Falls,MT,USA,0,2015,12,472937N,1111653W,,DAYL,,0,0,,,0,SERS,6,12/7/2020,47.49361,-111.281387,303200083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20151216X41606,N649SW,SUBS,BOEING,737 3H4,AIR,,2,,USA,Southwest Airlines,KHOU,Houston,TX,USA,2158,KBNA,Nashville,TN,USA,DCA16LA032,ACC,12/15/2015,Tu,2330,Nashville,TN,USA,37217,2015,12,003660N,0086360W,Nashville International Airpor,NITE,CLER,0,0,,3,29.92000008,NONE,138,9/25/2020,36.099998,-86.599998,301702091,Environmental issues-Operating environment-Airport facilities,Taxi-from runway Collision with terr/obj (non-CFIT)
20151223X30310,N477AS,,BOEING,737,AIR,191,2,1/16/2015,USA,Alaska Airlines,ORD,CHICAGO,IL,USA,1217,SEA,Seattle,WA,USA,DCA16IA036,INC,12/19/2015,Sa,1631,Seattle,WA,USA,98168,2015,12,472749N,1221848W,SEATTLE-TACOMA INTL,DAWN,FEW,1600,2500,BKN,7,29.88999939,NONE,153,9/25/2020,47.463611,-122.313331,303603083,Environmental issues-Conditions/weather/phenomena,Landing-flare/touchdown Wrong surface or wrong airport
20160112X24550,N784AN,,BOEING,777 223,AIR,,2,,USA,American Airlines,DFW,DALLAS-FORT WORTH,TX,USA,,SAEZ,Buenos Aires,,AR,DCA16CA050,ACC,12/12/2015,Sa,1526,Buenos Aires,,AR,0,2015,12,000000N,0000000E,,DAYL,,0,0,,,0,SERS,13,9/25/2020,0,0,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20160119X15230,N7733B,,BOEING,737 76N,AIR,151,2,12/24/2015,USA,Southwest Airlines,KDEN,Denver,CO,USA,1905,KSAN,San Diego,CA,USA,DCA16CA052,ACC,12/26/2015,Sa,2041,San Diego,CA,USA,92004,2015,12,032526N,0116330W,,DAYL,CLER,0,0,NONE,9,30.20999908,SERS,148,9/25/2020,32.868331,-116.550003,303201583,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
20160119X20258,N475WN,,BOEING,737 7H4,AIR,151,2,12/22/2015,USA,Southwest Airlines,KMDW,Chicago,IL,USA,524,KCLT,Charlotte,NC,USA,DCA16CA053,ACC,12/23/2015,We,716,Charlotte,NC,USA,28269,2015,12,035179N,0804917W,,NITE,FEW,900,0,OVC,7,30.01000023,SERS,142,9/25/2020,35.285831,-80.821388,303201583,Environmental issues-Conditions/weather/phenomena,Approach-IFR final approach Clear air turbulence encounter
20160126X75122,N908DE,SUBS,MCDONNELL DOUGLAS,MD 88,AIR,157,2,1/21/2016,USA,Delta Air Lines,DTW,Detroit,MI,USA,2105,EWR,Newark,NJ,USA,DCA16CA070,ACC,1/24/2016,Su,2222,Newark,NJ,USA,7114,2016,1,404114N,0741039W,Newark Liberty International A,DUSK,FEW,11000,14000,BKN,7,30,NONE,153,9/25/2020,40.687221,-74.177497,204101539,Personnel issues-Action/decision-Action-Incorrect action performance,Standing-engine(s) operating Ground collision
20160127X70645,N316PQ,,BOMBARDIER,CL600 2D24,AIR,,,,USA,Endeavor Air,DTW,Detroit,MI,USA,,ORF,NORFOLK,VA,USA,OPS16IA002,INC,1/27/2016,We,1304,Detroit,MI,USA,48242,2016,1,421319N,0832123W,DETROIT METROPOLITAN WAYNE COU,DAYL,SCAT,2500,4000,BKN,9,30.20000076,,,9/25/2020,42.221942,-83.356391,206354531,Personnel issues-Task performance-Use of equip/Communication,Takeoff Runway incursion veh/AC/person
20160129X24835,N718SW,,BOEING,737 7H4,AIR,155,2,,USA,Southwest Airlines,KPVD,Providence,RI,USA,2038,KFLL,Ft. Lauderdale,FL,USA,DCA16CA077,ACC,1/28/2016,Th,2330,Titusville,FL,USA,32780,2016,1,028300N,0079300W,,DUSK,,0,0,,,0,SERS,144,12/7/2020,28.5,-79.5,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20160201X52407,N587NK,,AIRBUS,A321 231,AIR,,2,,USA,Spirit Airlines,FLL,Fort Lauderdale,FL,USA,,TJBQ,Aguadilla,PR,USA,OPS16IA004,INC,1/29/2016,Fr,705,Fort Lauderdale,FL,USA,33304,2016,1,026418N,0080859W,FORT LAUDERDALE/HOLLYWOOD INTL,NITE,SCAT,1200,0,,6,29.87000084,,,9/25/2020,26.071666,-80.149719,204151036,Personnel issues-Action/decision-Action-Incorrect action performance,Takeoff-rejected takeoff Runway incursion veh/AC/person
20160216X30252,N827AW,,AIRBUS,A319 132,AIR,145,2,,USA,American Airlines,PHX,Phoenix,AZ,USA,818,MSP,Minneapolis,MN,USA,DCA16CA089,ACC,2/14/2016,Su,2235,Minneapolis,MN,USA,55450,2016,2,445255N,0931318W,,NITE,,0,0,,,0,SERS,105,9/25/2020,44.881942,-93.221664,206353743,Personnel issues-Task performance-Use of equip/Communication,Enroute-descent Turbulence encounter
20160218X94149,N784SW,SUBS,BOEING,737 7H4,AIR,151,2,,USA,Southwest Airlines,DTW,Detroit,MI,USA,,DAL,Dallas,TX,USA,DCA16CA094,ACC,2/17/2016,We,1110,Detroit,MI,USA,48242,2016,2,421227N,0083217W,DETROIT METROPOLITAN WAYNE COU,DAWN,,0,0,,,0,NONE,155,9/25/2020,42.2075,-83.351943,204152036,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi Ground collision
20160413X94401,N896NN,,BOEING,737 823,AIR,,2,,USA,American Airlines,DFW,Dallas,TX,USA,2336,ATL,ATLANTA,GA,USA,OPS16IA008,INC,4/7/2016,Th,2336,Dallas,TX,USA,75261,2016,4,325350N,0097216W,DALLAS-FORT WORTH INTL,DAYL,FEW,18000,25000,BKN,17,29.93000031,,,2/2/2021,32.89722,-97.03778,204152031,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Runway incursion veh/AC/person
20160415X02200,N565WN,,BOEING,737 76Q,AIR,,2,,USA,Southwest Airlines,KABQ,Albuquerque,NM,USA,2155,KSAN,San Diego,CA,USA,DCA16CA133,ACC,4/14/2016,Th,2324,San Diego,CA,USA,92101,2016,4,032441N,1171123W,San Diego International Airpor,DUSK,CLER,0,0,,8,0,SERS,122,9/25/2020,32.733612,-117.18972,204104539,Personnel issues-Action/decision-Action-Incorrect action performance,After landing Ground handling event
20160502X75955,N961SW,SUBS,BOMBARDIER,CL 600 2B19,AIR,,2,,USA,SkyWest Airlines,SFO,San Francisco,CA,USA,550,,Bakersfield,CA,USA,DCA16CA139,ACC,4/29/2016,Fr,552,San Francisco,CA,USA,94128,2016,4,037378N,1222232W,San Francisco International,NITE,,0,0,,,0,NONE,30,9/25/2020,37.618888,-122.375556,101091011,Aircraft-Aircraft handling/service-Towing and taxiing,Standing-engine(s) operating Ground handling event
20160516X92239,N103US,,AIRBUS,A320 214,AIR,,2,,USA,American Airlines,KORD,Chicago,IL,USA,2150,KPHL,Philadelphia,PA,USA,DCA16CA153,ACC,5/14/2016,Sa,2300,Philadelphia,PA,USA,19153,2016,5,395228N,0751431W,,DUSK,UNK,0,0,UNK,47,0,SERS,141,9/25/2020,39.874443,-75.241943,303201583,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
