ev_id,regis_no,damage,acft_make,acft_model,acft_category,total_seats,num_eng,date_last_insp,owner_country,oper_name,dprt_apt_id,dprt_city,dprt_state,dprt_country,dprt_time,dest_apt_id,dest_city,dest_state,dest_country,ntsb_no,ev_type,ev_date,ev_dow,ev_time,ev_city,ev_state,ev_country,ev_site_zipcode,ev_year,ev_month,latitude,longitude,apt_name,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,wind_vel_kts,altimeter,ev_highest_injury,inj_total,lchg_date,dec_latitude,dec_longitude,finding_code,finding_description,occurence_description
20180213X95634,N773UA,MINR,BOEING,777 222,AIR,381,2,,USA,United Airlines,KSFO,San Francisco,CA,USA,2000,KHNL,Honolulu,HI,USA,DCA18IA092,INC,2/13/2018,Tu,2302,Honolulu,HI,USA,96819,2018,2,021194N,1575513W,Honolulu,DAYL,,0,0,,,0,NONE,378,9/25/2020,21.317777,-157.920272,403202065,Organizational issues-Support/oversight/monitoring-Oversight-Oversight of personnel,Enroute-descent Powerplant sys/comp malf/fail
20180228X30813,N817NW,,AIRBUS,A330 323,AIR,,2,2/23/2018,USA,Delta Air Lines,MCO,Orlando,FL,USA,1548,MSP,Minneapolis,MN,USA,DCA18CA102,ACC,2/24/2018,Sa,1858,Minneapolis,MN,USA,55450,2018,2,044535N,0931256W,Minneapolis-St Paul Intl/Wold-,DAYL,,0,0,,12,29.88999939,SERS,298,11/18/2020,44.884723,-93.215553,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20180417X23642,N772SW,SUBS,BOEING,737 7H4,AIR,,2,,USA,Southwest Airlines,LGA,NEW YORK,NY,USA,,DAL,DALLAS,TX,USA,DCA18MA142,ACC,4/17/2018,Tu,1503,Philadelphia,PA,USA,19113,2018,4,395219N,0751424W,Philadelphia,DAYL,,0,0,,,0,FATL,140,6/15/2021,39.871944,-75.239997,105723006,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Enroute-climb to cruise Powerplant sys/comp malf/fail
20180419X80338,N806NW,SUBS,AIRBUS,A330 323,AIR,309,2,4/17/2018,USA,Delta Air Lines,ATL,Atlanta,GA,USA,2209,EGLL,London,OF,USA,DCA18LA163,ACC,4/18/2018,We,2209,Atlanta,GA,USA,30320,2018,4,333848N,0842627W,Hartsfield-Jackson,DAYL,FEW,0,0,,15,29.92000008,NONE,288,5/10/2022,33.646667,-84.440834,105739701,Aircraft-Aircraft power plant-Engine fuel and control,Initial climb Fire/smoke (non-impact)
20180503X92154,N172DN,MINR,BOEING,767 332,AIR,224,2,,USA,Delta Air Lines,LFMN,Nice,,FR,1215,KJFK,New York,NY,USA,DCA18CA165,ACC,5/1/2018,Tu,1853,Queens,NY,USA,11430,2018,5,403838N,0734655W,John F Kennedy Intl,DAYL,FEW,0,0,,15,30.04000092,NONE,276,9/25/2020,40.64389,-73.781944,204152045,Personnel issues-Action/decision-Action-Incorrect action performance,Standing Ground collision
20180507X00658,N8655D,SUBS,BOEING,737-8H4,AIR,185,2,5/6/2018,USA,Southwest Airlines,KFLL,Fort Lauderdale,FL,USA,203,KBWI,Baltimore,MD,USA,DCA18CA169,ACC,5/7/2018,Mo,408,Baltimore,MD,USA,21240,2018,5,391045N,0076402W,Baltimore/Thurgood Marshall In,NITE,SCAT,3400,8000,BKN,,29.94000053,NONE,179,9/13/2021,39.179164,-76.667221,204101539,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20180611X85348,N750AN,,BOEING,777 223,AIR,289,2,6/10/2018,USA,American Airlines,RJAA,Narita,,JA,1001,KDFW,Dallas/Ft. Wort,TX,USA,DCA18CA201,ACC,6/10/2018,Su,2043,Decatur,TX,USA,76234,2018,6,332029N,0973252W,,DAYL,UNK,0,0,UNK,,0,SERS,269,9/25/2020,33.341388,-97.547775,204104543,Personnel issues-Action/decision-Action-Incorrect action performance,Approach Turbulence encounter
20180613X62240,N8693A,,BOEING,737-8H4,AIR,185,2,6/7/2018,USA,Southwest Airlines,KPHX,Phoenix,AZ,USA,1815,KBUF,Buffalo,NY,USA,DCA18CA209,ACC,6/12/2018,Tu,1844,Phoenix,AZ,USA,85034,2018,6,331537N,0112015W,Phoenix Sky Harbor Internation,NR,,0,0,,,0,SERS,6,9/25/2020,33.260276,-112.004165,206000032,Personnel issues-Task performance-Use of equip/Communication,Prior to flight Cabin safety event
20180618X30834,N826AN,,BOEING,787-9,AIR,301,2,6/10/2018,USA,American Airlines,KLAX,Los Angeles,CA,USA,1736,ZBAA,Beijing,,CH,DCA18CA219,ACC,6/11/2018,Mo,1215,Harbin,,CH,0,2018,6,452230N,0012694E,,DAYL,,0,0,,,0,SERS,292,9/25/2020,45.375,126.151107,206000032,Personnel issues-Task performance-Use of equip/Communication,Enroute Cabin safety event
20180702X05713,N655AE,,EMBRAER,EMB145,AIR,53,2,,USA,Envoy Air,SGF,Springfield,MO,USA,1751,ORD,Chicago O'Hare,IL,USA,OPS18IA014,INC,6/27/2018,We,1751,Springfield,MO,USA,65803,2018,6,371444N,0932319W,Springfield-Branson National A,DAYL,CLER,0,0,,9,29.89999962,,,3/7/2022,37.245555,-93.38861,204152031,Personnel issues-Action/decision-Action-Incorrect action performance,Takeoff Runway incursion veh/AC/person
20180725X32722,N918DE,,MCDONNELL DOUGLAS,MD88,AIR,,,7/7/2018,USA,Delta Air Lines,KATL,Atlanta,GA,USA,1825,KCLT,Charlotte,NC,USA,DCA18CA251,ACC,7/23/2018,Mo,1938,Charlotte,NC,USA,28208,2018,7,351252N,0805650W,,DAYL,,0,3000,BKN,,29.85000038,SERS,146,6/8/2021,35.214443,-80.947219,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20180812X92421,N449QX,DEST,DE HAVILLAND,DHC8,AIR,,2,,USA,Horizon Air,SEA,Seattle,WA,USA,232,,,,USA,WPR18FA220,ACC,8/11/2018,Sa,343,Steilacoom,WA,USA,98388,2018,8,047853N,1223815W,,DAYL,,0,0,,7,29.96999931,FATL,1,9/25/2020,47.148056,-122.637496,500000098,Not determined,Other Security/criminal event
20180816X41010,N192AN,SUBS,BOEING,757,AIR,,2,7/30/2018,USA,American Airlines,SNN,Shannon,OF,EI,1611,KPHL,Philadelphia,PA,USA,DCA18CA266,ACC,7/31/2018,Tu,1715,Philadelphia,PA,USA,19153,2018,7,395228N,0751433W,Philadelphia Int'l,DAYL,FEW,2600,4000,OVC,5,0,NONE,181,6/8/2021,39.874443,-75.2425,204101544,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
20180905X90334,N204HA,SUBS,AIRBUS,A321-271N,AIR,200,2,,USA,Hawaiian Airlines,PHOG,Maui,HI,USA,648,KLAX,Los Angeles,CA,USA,DCA18CA283,ACC,8/13/2018,Mo,1145,Los Angeles,CA,USA,90009,2018,8,335629N,1182430W,Los Angeles International,NDRK,SCAT,0,0,NONE,,29.97999954,NONE,197,6/3/2021,33.941387,-118.40833,204102536,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Abnormal runway contact
20180907X10419,N173AN,,BOEING,757,AIR,187,2,9/4/2018,USA,American Airlines,EGPH,Edinburgh,OF,USA,1010,JFK,New York,NY,USA,DCA18LA285,ACC,9/6/2018,Th,1645,New York,NY,USA,11430,2018,9,403824N,0734643W,,DAYL,UNK,0,0,UNK,,0,SERS,113,5/4/2022,40.639999,-73.77861,206304044,Personnel issues-Task performance-Use of equip/Communication,Enroute-descent Abrupt maneuver
20180913X21320,N668DN,MINR,BOEING,757,AIR,,2,,USA,Delta Air Lines,,Atlanta,GA,USA,,,Orlando,FL,USA,ENG18IA036,INC,9/6/2018,Th,332,Atlanta,GA,USA,,2018,9,033451N,0842320W,,NR,,0,0,,,0,NONE,0,4/6/2022,33.750141,-84.389007,105725007,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Initial climb Engine shutdown
20180922X71035,N950NN,,BOEING,737,AIR,169,2,8/28/2018,USA,American Airlines,SEA,Seattle,WA,USA,148,PHX,Phoenix,AZ,USA,DCA18CA289,ACC,9/11/2018,Tu,400,Phoenix,AZ,USA,85034,2018,9,332626N,0111508W,Phoenix Sky Harbor Intl,NITE,CLER,0,0,,,0,SERS,3,9/25/2020,33.440555,-111.835556,303202583,Environmental issues-Conditions/weather/phenomena,Approach Aircraft wake turb encounter
20181001X90405,N994AN,,AIRBUS,A321,AIR,,2,,USA,American Airlines,DFW,DFW Airport,TX,USA,1700,SMF,Sacramento,CA,USA,DCA18CA294,ACC,9/26/2018,We,1700,Dallas,TX,USA,75261,2018,9,323238N,0097119W,Dallas-Fort Worth Intl,DAYL,SCAT,0,0,BKN,16,30.12999916,SERS,186,9/25/2020,32.543888,-97.021942,205000043,Personnel issues-Action/decision-Action-Incorrect action performance,Prior to flight Cabin safety event
20181009X10416,N13113,,BOEING,757,AIR,,2,,USA,United Airlines,EWR,Newark,NJ,USA,230,BIKF,Reykjavik,,IC,DCA18CA299,ACC,9/24/2018,Mo,145,Newark,NJ,USA,7114,2018,9,404133N,0074107W,Newark Liberty Intl,NR,,0,0,,,0,SERS,177,9/25/2020,40.692501,-74.168609,204100039,Personnel issues-Action/decision-Action-Incorrect action performance,Prior to flight Cabin safety event
20181012X03918,N287WN,,BOEING,737,AIR,151,2,8/16/2018,USA,Southwest Airlines,KBNA,Nashville,TN,USA,345,KCLT,Charlotte,NC,USA,DCA19CA005,ACC,10/10/2018,We,300,Nashville,TN,USA,37217,2018,10,036422N,0862415W,,NITE,,0,15000,BKN,6,29.95000076,SERS,93,1/6/2022,36.072776,-86.404167,206000032,Personnel issues-Task performance-Use of equip/Communication,Enroute Cabin safety event
20181012X11804,N734SA,,BOEING,737,AIR,,2,,USA,Southwest Airlines,KSNA,Santa Ana,CA,USA,1749,KSJC,San Jose,CA,USA,DCA19CA006,ACC,10/11/2018,Th,1800,San Jose,CA,USA,95110,2018,10,037200N,0121540W,,DAYL,FEW,600,0,,4,29.87999916,SERS,122,1/6/2022,37.333332,-121.900001,204100043,Personnel issues-Action/decision-Action-Incorrect action performance,Enroute-descent Cabin safety event
20181016X60635,N7816B,,BOEING,737,AIR,151,2,9/5/2018,USA,Southwest Airlines,MDW,Chicago,IL,USA,1600,MHT,Manchester,NH,USA,DCA19CA207,ACC,10/15/2018,Mo,1710,Albany,NY,USA,11211,2018,10,404236N,0073572W,,DAYL,,0,0,,,0,SERS,143,2/24/2022,40.709934,-73.95063,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20181017X61323,N926FR,,AIRBUS,A319,AIR,150,2,9/1/2018,USA,Frontier Airlines,DEN,Denver,CO,USA,,AUS,Austin,TX,USA,DCA19CA010,ACC,10/12/2018,Fr,1516,Denver,CO,USA,80249,2018,10,039311N,1042414W,,DAYL,,0,0,,,0,SERS,24,1/6/2022,39.516944,-104.403892,303201583,Environmental issues-Conditions/weather/phenomena,Initial climb Turbulence encounter
20181206X02227,N202PS,SUBS,BOMBARDIER,CL 600 2B19,AIR,53,2,11/20/2018,USA,PSA Airlines,LGA,New York,NY,USA,,CAK,Akron,OH,USA,DCA19CA035,ACC,12/1/2018,Sa,18,New York,NY,USA,11371,2018,12,404637N,0735219W,Laguardia,NITE,,0,2000,BKN,6,30.05999947,MINR,29,3/1/2022,40.776943,-73.871948,206303044,Personnel issues-Task performance-Use of equip/Communication,Pushback/towing Ground handling event
20181206X45642,N752SW,MINR,BOEING,737,AIR,,2,,USA,Southwest Airlines,OAK,Oakland,CA,USA,1610,BUR,Burbank,CA,USA,DCA19IA036,INC,12/6/2018,Th,1702,Burbank,CA,USA,91505,2018,12,034122N,1182131W,Bob Hope Airport,DAYL,FEW,400,1300,OVC,11,29.90999985,NONE,117,7/20/2022,34.200553,-118.35861,303401584,Environmental issues-Conditions/weather/phenomena,Landing Runway excursion
20181206X51048,N632NK,,AIRBUS,A320,AIR,,2,,USA,Spirit Airlines,CLE,Cleveland,OH,USA,2210,,LAS Vegas,NV,USA,DCA19CA037,ACC,12/1/2018,Sa,207,LAS Vegas,NV,USA,89111,2018,12,003652N,0115913W,,NITE,,0,0,,,0,SERS,163,2/24/2022,36.083889,-115.15361,303202082,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20181206X53303,N868NN,,BOEING,737,AIR,,2,,USA,American Airlines,KORF,Chicago,IL,USA,1630,KLGA,East Elmhurst,NY,USA,DCA19CA038,ACC,12/3/2018,Mo,1635,Chicago,IL,USA,60666,2018,12,004100N,0875423W,Chicago O'Hare Int'l,DAYL,,0,0,,,0,SERS,147,2/24/2022,41,-87.906387,204100032,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-to runway Cabin safety event
20181206X81036,N193DN,,BOEING,767,AIR,,2,,USA,Delta Air Lines,RJBB,Osaka,OF,USA,1200,KHNO,Honolulu,HI,USA,DCA19CA034,ACC,12/4/2018,Tu,1800,"SUNNS intersection, Osaka",,JA,0,2018,12,344817N,1414418E,,NITE,,0,0,,,0,SERS,95,3/1/2022,34.804721,141.738327,303202082,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20181231X63848,N938UW,SUBS,BOEING,757,AIR,198,2,12/30/2018,USA,American Airlines,PHX,Phoenix,AZ,USA,1446,CLT,Charlotte,NC,USA,DCA19CA066,ACC,12/31/2018,Mo,1740,Charlotte,NC,USA,28208,2018,12,351249N,0805656W,Charlotte Douglas,DAYL,,200,200,OVC,3,30.12000084,,,9/26/2020,35.213611,-80.94889,204151036,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
20190205X55712,N852NN,,BOEING,737,AIR,,2,,USA,American Airlines,SJO,Alajuela,OF,USA,1317,MIA,Miami,FL,USA,DCA19CA075,ACC,2/5/2019,Tu,1347,Bluefields,,NU,81000,2019,2,012037N,0834613W,,DAWN,,0,0,,,0,SERS,119,3/1/2022,12.010277,-83.770278,303201583,Environmental issues-Conditions/weather/phenomena,Initial climb Turbulence encounter
20190208X10711,N220FR,SUBS,AIRBUS,A320,AIR,,2,,USA,Frontier Airlines,KDIA,Denver,CO,USA,1233,BUF,Buffalo,NY,USA,DCA19CA079,ACC,1/28/2019,Mo,1317,Denver,CO,USA,80249,2019,1,395122N,1044025W,Denver International,DAWN,,0,0,,17,30.01000023,NONE,126,3/1/2022,39.856109,-104.67361,206000039,Personnel issues-Task performance-Use of equip/Communication,Pushback/towing Ground handling event
20190222X84313,N30401,,BOEING,737,AIR,,2,,USA,United Airlines,MCO,Orlando,FL,USA,,IAH,Houston,TX,USA,ENG19IA013,INC,2/21/2019,Th,1227,Orlando,FL,USA,32827,2019,2,282553N,0811830W,,DAWN,,0,0,,,0,NONE,181,9/26/2020,28.431388,-81.308334,105723001,Aircraft-Aircraft power plant-Engine (turbine/turboprop),Initial climb Powerplant sys/comp malf/fail
20190301X50148,N771AN,,BOEING,777,AIR,,2,2/26/2019,USA,American Airlines,KDFW,Dallas/Fort Wor,TX,USA,1530,PHNL,Honolulu,HI,USA,DCA19CA088,ACC,2/27/2019,We,2330,Honolulu,HI,USA,96819,2019,2,021197N,1572551W,,DAYL,,0,0,,,0,SERS,219,3/1/2022,21.318611,-157.430831,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20190305X42937,N26909,,BOEING,787,AIR,,,,USA,United Airlines,KSFO,San Francisco,CA,USA,1110,CTU,Chengdu,OF,USA,DCA19CA090,ACC,2/3/2019,Su,110,Pacific Ocean,PO,USA,0,2019,2,037385N,0130413W,,NITE,,0,0,,,0,SERS,221,2/24/2022,37.634719,-130.070205,204100032,Personnel issues-Action/decision-Action-Incorrect action performance,Enroute-cruise Cabin safety event
20190306X80709,N3730B,,BOEING,737,AIR,168,2,2/16/2019,USA,Delta Air Lines,KBZN,Bozeman,MT,USA,2118,KATL,Atlanta,GA,USA,DCA19CA091,ACC,2/18/2019,Mo,4,Franklin,TN,USA,37064,2019,2,035545N,0865726W,,NITE,,0,0,,6,29.86000061,SERS,145,6/3/2021,35.90139,-86.957221,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20190311X35306,N530EA,SUBS,BOMBARDIER,CL 600 2C10,AIR,69,,,USA,PSA Airlines,HPN,White Plains,NY,USA,,CLT,Charlotte,NC,USA,DCA19CA102,ACC,3/10/2019,Su,1345,Charlotte,NC,USA,28208,2019,3,351329N,0805619W,Charlotte/Douglas Intl,DAYL,,0,0,,5,30.10000038,MINR,131,2/24/2022,35.224723,-80.938613,204103539,Personnel issues-Action/decision-Action-Incorrect action performance,Pushback/tow-engine oper Ground collision
20190311X61805,N591NW,SUBS,BOEING,757,AIR,245,2,3/10/2019,USA,Delta Air Lines,KSEA,Seattle,WA,USA,2138,KATL,Atlanta,GA,USA,DCA19CA105,ACC,3/11/2019,Mo,217,Atlanta,GA,USA,,2019,3,333825N,0842539W,Hartsfield-Jackson Atlanta Int,NITE,,0,8500,BKN,6,30.18000031,NONE,406,2/24/2022,33.640288,-84.427529,204103544,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi-from runway Ground collision
20190401X22803,N249WN,SUBS,BOEING,737,AIR,151,2,2/19/2019,USA,Southwest Airlines,KPIT,Pittsburgh,PA,USA,2325,KBNA,Nashville,TN,USA,DCA19CA130,ACC,3/28/2019,Th,25,Nashville,TN,USA,37214,2019,3,036728N,0864041W,Nashville International Airpor,NITE,SCAT,2500,0,,6,30.25,,,9/26/2020,36.124443,-86.678054,302204581,Environmental issues-Physical environment-Object/animal/bird,Approach Birdstrike
20190411X53531,N114NN,SUBS,AIRBUS,A321,AIR,,2,4/10/2019,USA,American Airlines,JFK,New York,NY,USA,40,LAX,Los Angeles,CA,USA,DCA19LA134,ACC,4/11/2019,Th,40,New York,NY,USA,11430,2019,4,403829N,0734641W,John F Kennedy Intl,NITE,,0,0,,15,29.95000076,NONE,110,7/22/2022,40.641387,-73.778053,204101544,Personnel issues-Action/decision-Action-Incorrect action performance,Takeoff Abnormal runway contact
20190412X45210,N31412,,BOEING,737,AIR,179,2,5/4/2019,USA,United Airlines,KIAH,Houston,TX,USA,118,,,,,DCA19CA137,ACC,4/12/2019,Fr,316,Fort Meyers,FL,USA,33913,2019,4,263154N,0814542W,Southwest Florida Intl,NITE,CLER,0,0,NONE,8,0,SERS,108,2/24/2022,26.531665,-81.761665,206200041,Personnel issues-Task performance-Use of equip/Communication,Landing-landing roll Cabin safety event
20190506X84901,N977DL,SUBS,MCDONNELL DOUGLAS,MD88,AIR,157,2,4/3/2019,USA,Delta Air Lines,KSYR,Syracuse,NY,USA,2203,KATL,Atlanta,GA,USA,DCA19CA146,ACC,4/5/2019,Fr,19,Atlanta,GA,USA,30337,2019,4,333838N,0842613W,Hartsfield - Jackson Atlanta I,NITE,SCAT,0,0,BKN,5,30.18000031,,,9/26/2020,33.64389,-84.436943,204101539,Personnel issues-Action/decision-Action-Incorrect action performance,Taxi Collision with terr/obj (non-CFIT)
20190528X32306,N8697C,,BOEING,737-8H4,AIR,185,2,5/23/2019,USA,Southwest Airlines,KMDW,Chicago,IL,USA,1938,KJAX,Jacksonville,FL,USA,DCA19CA151,ACC,5/25/2019,Sa,2115,Waycross,GA,USA,31501,2019,5,305639N,0821148W,,DAYL,FEW,600,0,,10,30.06999969,SERS,128,1/6/2021,30.944166,-82.196662,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20190531X35155,N507JT,,AIRBUS,A320,AIR,150,2,5/27/2019,USA,JetBlue Airways,PUJ,Punta Cana,AO,DR,1658,,Fort Lauderdae,FL,USA,DCA19CA153,ACC,5/28/2019,Tu,1800,Fort Lauderdale,FL,USA,33315,2019,5,026522N,0080858W,,DAYL,,0,0,,,0,,,3/1/2022,26.089422,-80.149345,304101583,Environmental issues-Task environment-Physical workspace,Enroute-cruise Cabin safety event
20190617X11841,N8608N,SUBS,BOEING,737-8H4,AIR,,,,USA,Southwest Airlines,KPIT,Pittsburgh,PA,USA,1420,KDEN,Denver,CA,USA,DCA19CA168,ACC,6/17/2019,Mo,1420,Pittsburgh,PA,USA,15231,2019,6,402929N,0801358W,Pittsburgh International,DAYL,,0,0,,,0,NONE,180,2/24/2022,40.49139,-80.23278,201205539,Personnel issues-Physical-Impairment/incapacitation-Illness/injury,Prior to flight Ground handling event
20190617X92437,N26123,SUBS,BOEING,757,AIR,,2,,USA,United Airlines,KDEN,Denver,CO,USA,1339,KEWR,Newark,NJ,USA,DCA19CA167,ACC,6/15/2019,Sa,1655,Newark,NJ,USA,7114,2019,6,404133N,0074107W,Newarl International,DAYL,,0,0,,19,30.09000015,NONE,272,2/24/2022,40.692501,-74.168609,204102533,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Hard landing
20190619X25315,N75436,SUBS,BOEING,737,AIR,188,2,5/31/2019,USA,United Airlines,KRNO,Reno,NV,USA,311,KDEN,Denver,CO,USA,DCA19CA169,ACC,6/9/2019,Su,2155,Denver,CO,USA,80249,2019,6,395122N,1044025W,Denver Intl,DAYL,FEW,0,0,,3,30.45000076,NONE,184,2/24/2022,39.856109,-104.673614,204152033,Personnel issues-Action/decision-Action-Incorrect action performance,Landing-flare/touchdown Tailstrike
20190726X91707,N57852,SUBS,BOEING,757,AIR,,2,,USA,United Airlines,KSFO,San Francisco,CA,USA,748,KORD,Chicago,IL,USA,DCA19CA186,ACC,7/23/2019,Tu,748,San Francisco,CA,USA,94128,2019,7,374626N,1222553W,San Francisco International,NITE,,0,0,,,0,NONE,199,3/1/2022,37.773887,-122.43138,204101539,Personnel issues-Action/decision-Action-Incorrect action performance,Prior to flight Ground handling event
20190805X55405,N663UA,,BOEING,767,AIR,,2,,USA,United Airlines,SBGR,Sao Paulo,OF,BR,33,KIAD,Washington,DC,USA,DCA19CA189,ACC,7/22/2019,Mo,717,San Juan,PR,USA,907,2019,7,182813N,0006660W,,NR,,0,0,,,0,SERS,218,2/24/2022,18.470327,-66.100067,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Turbulence encounter
20190808X43724,N37437,MINR,BOEING,737,AIR,,2,,USA,United Airlines,KOA,Kailua/Kona,HI,USA,,SFO,SFO International Airport,CA,USA,DCA19CA192,ACC,8/6/2019,Tu,600,SFO International Airport,CA,USA,94128,2019,8,373655N,1222324W,SAN FRANCISCO INTL,NITE,UNK,0,0,UNK,,0,NONE,305,2/24/2022,37.615276,-122.389999,403300069,Organizational issues-Support/oversight/monitoring-Oversight-Oversight of personnel,Taxi Airport occurrence
20190808X62316,N717FR,SUBS,AIRBUS,A321,AIR,228,2,8/5/2019,USA,Frontier Airlines,PMW,PORTLAND,ME,USA,1755,MCO,ORLANDO,FL,USA,DCA19LA193,ACC,8/8/2019,Th,1730,Orlando,FL,USA,32827,2019,8,282512N,0811757W,ORLANDO INTERNATIONAL AIRPORT,DAYL,SCAT,22,0,BKN,,30,NONE,232,5/3/2022,28.419879,-81.299156,303401584,Environmental issues-Conditions/weather/phenomena,Landing-flare/touchdown Tailstrike
20190816X35649,N505JB,,AIRBUS,A320,AIR,158,2,8/8/2019,USA,JetBlue Airways,KEWR,Newark,NJ,USA,1921,KTPA,Tampa,FL,USA,DCA19CA198,ACC,8/8/2019,Th,2030,Charlottesville,VA,USA,,2019,8,038254N,0078286W,,DAYL,,0,0,,,0,SERS,155,3/1/2022,38.048384,-78.468254,303201583,Environmental issues-Conditions/weather/phenomena,Enroute-cruise Clear air turbulence encounter
20190830X60449,N911DL,,MCDONNELL DOUGLAS,MD88,AIR,157,2,9/27/2019,USA,Delta Air Lines,KATL,Atlanta,GA,USA,2337,KORD,Chicago,IL,USA,DCA19CA208,ACC,8/27/2019,Tu,37,Chicago,IL,USA,60666,2019,8,415828N,0875424W,Chicago O'Hare International,NITE,SCAT,0,0,BKN,12,29.69000053,SERS,152,9/26/2020,41.974445,-87.906669,303202083,Environmental issues-Conditions/weather/phenomena,Approach Turbulence encounter
20190830X64106,N328FR,,AIRBUS,A320,AIR,,2,,USA,Frontier Airlines,MSP,Minneapolis,MN,USA,600,DEN,Denver,CO,USA,DCA19CA206,ACC,8/27/2019,Tu,1250,Denver,CO,USA,80634,2019,8,395142N,1044023W,Denver international Airport,DAYL,FEW,0,0,,,0,SERS,1,4/5/2021,39.861667,-104.673057,303201083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20190916X91526,N515NK,,AIRBUS,A319,AIR,145,2,,USA,Spirit Airlines,KCLE,Cleveland,OH,USA,1810,KRSW,Fort Myers,FL,USA,DCA19CA213,ACC,9/6/2019,Fr,2000,Fort Myers,FL,USA,33913,2019,9,271457N,0811640W,,DAYL,FEW,0,0,,,0,SERS,108,1/26/2021,27.249166,-81.277778,303202083,Environmental issues-Conditions/weather/phenomena,Enroute-descent Turbulence encounter
20191030X64711,N402QX,SUBS,DE HAVILLAND,DHC8,AIR,82,2,6/12/2019,USA,Horizon Air,KBOI,Boise,ID,USA,1930,KSEA,Seattle,WA,USA,DCA20CA010,ACC,10/29/2019,Tu,2133,Boise,ID,USA,83705,2019,10,043300N,0116180W,Boise Airport,DAYL,SCAT,4100,0,,4,30.34000015,NONE,2,9/26/2020,43.5,-116.300003,302204581,Environmental issues-Physical environment-Object/animal/bird,Initial climb Birdstrike
20191108X21802,N117HQ,,EMBRAER,ERJ170,AIR,,,,USA,Republic Airlines,ATL,Atlanta,GA,USA,,LGA,New York,NY,USA,DCA20IA014,INC,11/7/2019,Th,215,Atlanta,GA,USA,,2019,11,033451N,0842326W,Hartsfield - Jackson Atlanta I,NITE,,0,2500,,5,0,NONE,9,12/1/2022,33.750164,-84.390525,102274013,Aircraft-Aircraft systems-Equipment/furnishings,Initial climb Flight control sys malf/fail
20191217X93140,N805AE,,EMBRAER,EMB 135KL,AIR,,2,,USA,Envoy Air,KDFW,Dallas,TX,USA,1831,KGNV,Gainesville,FL,USA,DCA20CA038,ACC,12/16/2019,Mo,1923,Alexandria,LA,USA,71301,2019,12,031627N,0924259W,,DAYL,,0,0,,,0,SERS,39,1/26/2021,31.1075,-92.716392,303202083,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
20191220X85302,N959UW,,EMBRAER,ERJ190,AIR,105,2,11/4/2019,USA,American Airlines,LGA/,Queens,NY,USA,1517,RDU/,Morrisville,NC,USA,DCA20CA043,ACC,12/18/2019,We,1609,Disputanta,VA,USA,23842,2019,12,375450N,0077828W,,DAYL,CLER,0,0,,,0,SERS,48,1/26/2021,37.913887,-77.141113,303201583,Environmental issues-Conditions/weather/phenomena,Enroute Turbulence encounter
20191227X84547,N68802,,BOEING,737,AIR,,2,,USA,United Airlines,ORD,Chicago,IL,USA,,PDX,Portland,OR,USA,DCA20CA046,ACC,12/19/2019,Th,1620,Chicago,IL,USA,60666,2019,12,415828N,0875326W,Chicago O'Hare Intl,DAYL,,0,0,,12,0,SERS,185,4/28/2022,41.974445,-87.890556,301000083,Environmental issues-Operating environment-Airport facilities,Taxi-to runway Cabin safety event
20200107X35017,N87513,SUBS,BOEING,737-824,AIR,149,2,,USA,United Airlines,EWR,Newark,NJ,USA,2214,,,,,DCA20LA047,ACC,12/23/2019,Mo,159,Denver,CO,USA,,2019,12,394458N,0010503W,Denver International,NITE,,0,24000,BKN,12,30.04000092,NONE,178,9/30/2022,39.749443,-105.000801,102321106,Aircraft-Aircraft systems-Landing gear system,Landing-landing roll Landing gear collapse
