Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01406E+12,30-May-14,16-May-14,PDX,Portland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$2.99 ,Approve in Full
2.01406E+12,17-Jun-14,23-Apr-14,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$2.74 ,Approve in Full
2.01402E+12,28-Jan-14,7-Jan-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Other,$1.89 ,Approve in Full
2.01308E+12,13-Jan-14,21-Dec-12,HPN,"Westchester County, White Plains",USAir  ,Personal Injury,Checked Baggage,Audio/Video; Jewelry & Watches,$0.00 ,Deny
2.01401E+12,7-Jan-14,2-Jan-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,9-Jan-14,7-Jan-14,SAT,San Antonio International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,13-Jan-14,15-Dec-13,CHS,Charleston International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,27-Jan-14,1-Jan-14,BLI,Bellingham International,Alaska Airlines  ,Property Damage,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01402E+12,4-Feb-14,14-Jan-14,ONT,Ontario International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01402E+12,25-Jan-14,24-Jan-14,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01402E+12,11-Feb-14,19-Jan-14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01403E+12,25-Feb-14,15-Feb-14,AUS,Austin-Bergstrom International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01404E+12,2-Apr-14,10-Mar-14,TPA,Tampa International,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01404E+12,21-Apr-14,3-Apr-14,JAX,Jacksonville International,Southeast Airlines,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01404E+12,21-Apr-14,16-Mar-14,F,Foreign airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01405E+12,27-May-14,6-May-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Household Items,$0.00 ,Deny
2.01406E+12,4-Jun-14,30-May-14,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01407E+12,24-Jun-14,22-Jun-14,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01407E+12,24-Jul-14,27-Jun-14,TUL,Tulsa International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01408E+12,21-Jul-14,12-Jul-14,MCO,Orlando International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01409E+12,19-Aug-14,16-Aug-14,SEA,Seattle-Tacoma International,All Nippon Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.0141E+12,6-Oct-14,5-Oct-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2.01411E+12,10-Nov-14,23-Oct-14,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2.01309E+12,13-Jan-14,26-Dec-12,DCA,Ronald Reagan Washington National Airport,USAir  ,Personal Injury,Checkpoint,Other,$0.00 ,Deny
2.01311E+12,9-Feb-14,7-Sep-13,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2.01312E+12,12-Feb-14,7-Mar-13,RSW,Southwest Florida International,USAir  ,Personal Injury,Checkpoint,Other,$0.00 ,Deny
2.01401E+12,6-Jan-14,19-Dec-13,BOS,Boston (Logan) International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,21-Mar-14,21-Dec-13,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,6-Jan-14,22-Dec-13,RDU,Raleigh-Durham International,USAir  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,2-Jan-14,19-Dec-13,SNA,John Wayne,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2.01401E+12,2-Jan-14,3-Dec-13,BOS,Boston (Logan) International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,15-Dec-13,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,2-Jan-14,15-Dec-13,IAD,Washington Dulles International,American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01401E+12,2-Jan-14,9-Oct-13,PDX,Portland International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,31-Dec-13,IAH,Houston - George Bush Intercontinental Airport,Spirit Airlines,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2.01401E+12,2-Jan-14,28-Dec-13,PWM,Portland International Jetport,Jet Blue,Property Damage,Checked Baggage,Clothing; Food & Drink,$0.00 ,Deny
2.01401E+12,2-Jan-14,16-Dec-13,SJC,Norman Y Mineta San Jose International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$0.00 ,Deny
2.01401E+12,2-Jan-14,17-Dec-13,LGA,LaGuardia ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,9-Dec-13,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,$0.00 ,Deny
2.01401E+12,2-Jan-14,5-Dec-13,TPA,Tampa International,Delta Air Lines  ,Property Damage,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,29-Dec-13,SNA,John Wayne,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01401E+12,1-Jan-14,18-Dec-13,SUX,Sioux Gateway,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2.01401E+12,2-Jan-14,25-Dec-13,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,2-Jan-14,29-Dec-13,SAT,San Antonio International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,$0.00 ,Deny
2.01401E+12,2-Jan-14,31-Oct-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,24-Dec-13,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,9-Oct-13,PBI,Palm Beach International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,2-Jan-14,9-Dec-13,LAS,McCarran International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,2-Jan-14,17-Sep-13,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,2-Jan-14,14-Oct-13,RDU,Raleigh-Durham International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01401E+12,3-Jan-14,1-Jan-14,LGA,LaGuardia ,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2.01401E+12,2-Jan-14,3-Dec-13,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,6-Jan-14,19-Dec-13,DEN,Denver International Airport ,Frontier Airlines,Property Damage,Checked Baggage,Toys & Games,$0.00 ,Deny
2.01401E+12,2-Jan-14,4-May-13,ORD,Chicago O'Hare International Airport,Virgin America,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01401E+12,2-Jan-14,23-Dec-13,SJU,Luis Munoz Marin International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,2-Jan-14,4-Dec-13,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Audio/Video,$0.00 ,Deny
2.01401E+12,6-Jan-14,10-Dec-13,F,Foreign airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$0.00 ,Deny
2.01401E+12,4-Jan-14,23-Dec-13,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01401E+12,5-Jan-14,16-Dec-13,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,2-Jan-14,27-Dec-13,DCA,Ronald Reagan Washington National Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,6-Jan-14,24-Dec-13,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,3-Jan-14,29-Jul-13,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,6-Jan-14,22-Dec-13,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,$0.00 ,Deny
2.01401E+12,6-Jan-14,17-Dec-13,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,6-Jan-14,11-Dec-13,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,3-Jan-14,18-Dec-13,BHM,Birmingham International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01401E+12,6-Jan-14,4-Jan-14,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01401E+12,3-Jan-14,4-Dec-13,BNA,Nashville International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,6-Jan-14,12-Dec-13,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01401E+12,6-Jan-14,28-Oct-13,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,6-Jan-14,26-Dec-13,ILM,Wilmington International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,2-Jan-14,17-Dec-13,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Food & Drink; Travel Accessories,$0.00 ,Deny
2.01401E+12,3-Jan-14,31-Dec-13,SAN,San Diego International,Alaska Airlines  ,Property Damage,Checked Baggage,Food & Drink,$0.00 ,Deny
2.01401E+12,3-Jan-14,9-Dec-13,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2.01401E+12,3-Jan-14,27-Dec-13,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2.01401E+12,3-Jan-14,17-Oct-13,PIT,Pittsburgh International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,3-Jan-14,5-Dec-13,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2.01401E+12,6-Jan-14,23-Dec-13,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01401E+12,7-Jan-14,4-Jan-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,29-Dec-13,JFK,John F. Kennedy International,British Airways  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2.01401E+12,6-Jan-14,13-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,6-Jan-14,3-Jan-14,IND,Indianapolis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency; Other,$0.00 ,Deny
2.01401E+12,3-Jan-14,3-Sep-13,SEA,Seattle-Tacoma International,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,7-Jan-14,6-Jan-14,ALB,Albany International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01401E+12,7-Jan-14,23-Nov-13,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,3-Jan-14,12-Dec-13,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,7-Jan-14,4-Jan-14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01401E+12,6-Jan-14,2-Jan-14,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,6-Jan-14,17-Dec-13,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,6-Jan-14,28-Dec-13,EWR,Newark International Airport,Aer Lingus,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,7-Jan-14,5-Jan-14,TTN,Trenton-Mercer,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,3-Jan-14,22-Dec-13,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01401E+12,7-Jan-14,25-Dec-13,PHL,Philadelphia International Airport,American Eagle  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01401E+12,6-Jan-14,25-Dec-13,LAX,Los Angeles International Airport ,Air Canada,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01401E+12,7-Jan-14,28-Dec-13,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,$0.00 ,Deny
2.01401E+12,7-Jan-14,29-Dec-13,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,7-Jan-14,23-Dec-13,SAT,San Antonio International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,7-Jan-14,2-Jan-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,6-Jan-14,23-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Other,$0.00 ,Deny
2.01401E+12,7-Jan-14,19-Dec-13,PIT,Pittsburgh International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2.01401E+12,7-Jan-14,26-Dec-13,RSW,Southwest Florida International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,3-Jan-14,3-Nov-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,7-Jan-14,6-Jan-14,SJC,Norman Y Mineta San Jose International,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,8-Jan-14,29-Dec-13,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00 ,Deny
2.01401E+12,8-Jan-14,19-Dec-13,F,Foreign airport,Westjet Airlines Ltd  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2.01401E+12,6-Jan-14,27-Dec-13,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,19-Nov-13,MCO,Orlando International Airport,Westjet Airlines Ltd  ,Passenger Property Loss,Checkpoint,Personal Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,12-Dec-13,DEN,Denver International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,6-Jan-14,5-Sep-13,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,6-Jan-14,5-Jan-14,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2.01401E+12,6-Jan-14,29-Dec-13,SAT,San Antonio International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Jewelry & Watches,$0.00 ,Deny
2.01401E+12,8-Jan-14,29-Dec-13,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01401E+12,7-Jan-14,16-Dec-13,TPA,Tampa International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,8-Jan-14,12-Dec-13,RIC,Richmond International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2.01401E+12,9-Jan-14,19-Dec-13,BTV,"Burlington, VT",UAL  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01401E+12,8-Jan-14,3-Jan-14,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,8-Jan-14,18-Dec-13,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2.01401E+12,8-Jan-14,3-Jan-14,TUS,Tucson International,UAL  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01401E+12,6-Jan-14,19-Dec-13,SJC,Norman Y Mineta San Jose International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01401E+12,8-Jan-14,16-Dec-13,JFK,John F. Kennedy International,China Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,13-Jan-14,24-Dec-13,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,6-Jan-14,24-Dec-13,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,3-Jan-14,17-Dec-13,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,$0.00 ,Deny
2.01401E+12,7-Jan-14,14-Oct-13,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,8-Jan-14,21-Nov-13,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01401E+12,8-Jan-14,22-Dec-13,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,8-Jan-14,9-Dec-13,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Food & Drink,$0.00 ,Deny
2.01401E+12,8-Jan-14,5-Dec-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Personal Electronics,$0.00 ,Deny
2.01401E+12,9-Jan-14,5-Jan-14,SJU,Luis Munoz Marin International,American Airlines  ,Passenger Property Loss,Checkpoint,Clothing,$0.00 ,Deny
2.01401E+12,14-Jan-14,30-Dec-13,MSP,Minneapolis/ St.Paul International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,18-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2.01401E+12,9-Jan-14,14-Oct-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,9-Jan-14,12-Dec-13,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,8-Jan-14,21-Oct-13,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2.01401E+12,8-Jan-14,24-Dec-13,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,9-Jan-14,6-Jan-14,PWM,Portland International Jetport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2.01401E+12,9-Jan-14,31-Dec-13,PHL,Philadelphia International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Travel Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,27-Dec-13,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,19-Dec-13,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,9-Jan-14,7-Jan-14,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checked Baggage,Food & Drink,$0.00 ,Deny
2.01401E+12,9-Jan-14,7-Dec-13,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,9-Jan-14,18-Nov-13,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,9-Jan-14,26-Dec-13,MSP,Minneapolis/ St.Paul International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Other,$0.00 ,Deny
2.01401E+12,9-Jan-14,5-Jan-14,DEN,Denver International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,8-Jan-14,21-Nov-13,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checkpoint,Other,$0.00 ,Deny
2.01401E+12,8-Jan-14,22-Dec-13,STT,Cyril E. King International,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2.01401E+12,11-Jan-14,8-Jan-14,GEG,Spokane International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,$0.00 ,Deny
2.01401E+12,11-Jan-14,4-Jan-14,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Clothing; Personal Electronics,$0.00 ,Deny
2.01401E+12,6-Jan-14,22-Dec-13,GRB,Austin Straubel International,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses; Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,10-Jan-14,13-Sep-13,SLC,Salt Lake City International Airport,UAL  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,10-Jan-14,3-Jan-14,LAX,Los Angeles International Airport ,Asiana Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,10-Jan-14,25-Dec-13,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2.01401E+12,12-Jan-14,30-Dec-13,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2.01401E+12,8-Jan-14,29-Dec-13,GUM,Guam,UAL  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,11-Jan-14,8-Jan-14,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01401E+12,8-Jan-14,20-Dec-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,8-Jan-14,16-Nov-13,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2.01401E+12,8-Jan-14,22-Nov-13,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,12-Jan-14,2-Jan-14,RST,"Rochester, MN",Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2.01401E+12,12-Jan-14,4-Jan-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2.01401E+12,8-Jan-14,28-Dec-13,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2.01401E+12,8-Jan-14,25-Oct-13,LAS,McCarran International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2.01401E+12,13-Jan-14,6-Jan-13,ANC,Ted Stevens Anchorage International Airport,UAL  ,Property Damage,Checkpoint,Medical/Science,$0.00 ,Deny
2.01401E+12,8-Jan-14,24-Dec-13,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Currency; Food & Drink,$0.00 ,Deny
2.01401E+12,8-Jan-14,31-Dec-13,GEG,Spokane International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2.01401E+12,16-Jan-14,13-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
