Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01409E+12,18-Aug-14,14-Jul-14,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,"$2,500.00 ",Settle
2.01408E+12,22-Jul-14,9-Jul-14,ORD,Chicago O'Hare International Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,"$2,430.74 ",Settle
2.01412E+12,26-Nov-14,2-Aug-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Medical/Science,"$2,400.00 ",Settle
2.01405E+12,14-May-14,20-Mar-14,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Other,"$2,250.00 ",Settle
2.01403E+12,17-Mar-14,25-Feb-14,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Currency,"$2,200.00 ",Approve in Full
2.01406E+12,17-Jun-14,8-Jun-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,"$2,050.00 ",Approve in Full
2.01401E+12,17-Jan-14,9-Jan-14,BLV,Midamerica Airport,Allegiant Air,Passenger Property Loss,Checked Baggage,Medical/Science,"$2,001.98 ",Settle
2.01402E+12,11-Feb-14,28-Nov-13,IAD,Washington Dulles International,Emirates,Passenger Property Loss,Checked Baggage,Currency,"$2,000.00 ",Approve in Full
2.01403E+12,24-Mar-14,19-Mar-14,PHL,Philadelphia International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,"$2,000.00 ",Settle
2.01407E+12,24-Jun-14,28-May-14,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,"$2,000.00 ",Approve in Full
2.01405E+12,21-Apr-14,6-Sep-13,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checked Baggage,Other,"$1,931.99 ",Settle
2.01403E+12,20-Mar-14,19-Feb-14,SAN,San Diego International,Virgin America,Property Damage,Checkpoint,Cameras,"$1,900.00 ",Settle
2.01405E+12,15-May-14,2-May-14,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,"$1,865.00 ",Settle
2.01403E+12,19-Mar-14,4-Mar-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,"$1,790.29 ",Approve in Full
2.01404E+12,23-Apr-14,9-Sep-13,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,"$1,737.63 ",Settle
2.01401E+12,2-Jan-14,23-Dec-13,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,"$1,735.91 ",Approve in Full
2.01404E+12,11-Apr-14,1-Apr-14,JFK,John F. Kennedy International,Alitalia  ,Passenger Property Loss,Checked Baggage,Clothing,"$1,689.05 ",Settle
2.01406E+12,16-Jun-14,9-Apr-14,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,"$1,647.01 ",Approve in Full
2.01407E+12,9-Jul-14,25-May-14,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,"$1,520.00 ",Settle
2.01401E+12,8-Jan-14,12-Dec-13,EUG,Eugene Airport/Mahlon Sweet Field,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,"$1,500.00 ",Settle
2.01403E+12,10-Mar-14,25-Feb-14,TSA,TSA - Non-Specified Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Medical/Science,"$1,500.00 ",Settle
2.01405E+12,28-May-14,9-May-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Clothing; Cosmetics & Grooming,"$1,463.31 ",Settle
2.01406E+12,28-May-14,12-May-14,BDL,Bradley International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,429.73 ",Settle
2.01403E+12,19-Mar-14,4-Mar-14,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,400.19 ",Settle
2.01401E+12,2-Jan-14,13-Dec-13,RDU,Raleigh-Durham International,USAir  ,Property Damage,Checkpoint,Jewelry & Watches,"$1,385.00 ",Approve in Full
2.01403E+12,19-Mar-14,30-Dec-13,PHL,Philadelphia International Airport,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,363.16 ",Approve in Full
2.01407E+12,26-Jun-14,22-May-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,361.79 ",Approve in Full
2.01402E+12,24-Feb-14,16-Feb-14,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,350.00 ",Settle
2.01408E+12,8-Aug-14,19-Jul-14,JAX,Jacksonville International,Southwest Airlines  ,Property Damage,Checked Baggage,Audio/Video,"$1,322.62 ",Approve in Full
2.01401E+12,15-Jan-14,12-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,"$1,306.65 ",Settle
2.01401E+12,24-Jan-14,27-Nov-13,EWR,Newark International Airport,Air Canada,Property Damage,Checkpoint,Computer & Accessories,"$1,302.00 ",Approve in Full
2.01403E+12,10-Mar-14,28-Feb-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,300.00 ",Approve in Full
2.01404E+12,3-Apr-14,19-Mar-14,BNA,Nashville International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,"$1,300.00 ",Approve in Full
2.01405E+12,16-May-14,10-May-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Baggage/Cases/Purses; Computer & Accessories,"$1,291.71 ",Settle
2.01403E+12,14-Mar-14,10-Mar-14,DCA,Ronald Reagan Washington National Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,"$1,269.49 ",Settle
2.01402E+12,25-Feb-14,14-Feb-14,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checkpoint,Other,"$1,250.00 ",Approve in Full
2.01403E+12,23-Sep-14,3-Feb-14,LAX,Los Angeles International Airport ,Virgin America,Personal Injury,Checked Baggage,Home Decor,"$1,250.00 ",Settle
2.01407E+12,27-Jun-14,23-Mar-14,LAS,McCarran International,USAir  ,Property Damage,Checkpoint,Jewelry & Watches,"$1,250.00 ",Approve in Full
2.01407E+12,30-Jun-14,27-Jun-14,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,"$1,248.76 ",Approve in Full
2.01401E+12,24-Jan-14,6-Jan-14,MSP,Minneapolis/ St.Paul International Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,"$1,240.00 ",Approve in Full
2.01402E+12,11-Feb-14,6-Feb-14,BNA,Nashville International,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,240.00 ",Approve in Full
2.01403E+12,17-Mar-14,20-Feb-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,240.00 ",Approve in Full
2.01411E+12,10-Nov-14,15-Oct-14,LAX,Los Angeles International Airport ,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,"$1,240.00 ",Approve in Full
2.01402E+12,6-Feb-14,14-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,"$1,227.75 ",Settle
2.01405E+12,1-May-14,22-Mar-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,"$1,200.00 ",Approve in Full
2.01401E+12,22-Jan-14,5-Jan-14,ONT,Ontario International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,174.36 ",Settle
2.01402E+12,13-Feb-14,12-Feb-14,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checkpoint,Computer & Accessories,"$1,144.16 ",Settle
2.01403E+12,12-Mar-14,7-Mar-14,EWR,Newark International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Computer & Accessories,"$1,100.00 ",Settle
2.01405E+12,16-May-14,9-Mar-14,BZN,Gallatin Field,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,"$1,100.00 ",Settle
2.01402E+12,20-Feb-14,12-Feb-14,MSP,Minneapolis/ St.Paul International Airport,Frontier Airlines,Property Damage,Checkpoint,Computer & Accessories,"$1,099.00 ",Approve in Full
2.01401E+12,6-Jan-14,4-Jan-14,JFK,John F. Kennedy International,Aeroflot Russian International,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,"$1,074.00 ",Settle
2.01405E+12,1-May-14,15-Apr-14,CVG,Cincinnati/Northern Kentucky International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,"$1,061.86 ",Approve in Full
2.01402E+12,19-Feb-14,25-Jan-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,"$1,049.99 ",Approve in Full
2.01407E+12,11-Jul-14,11-Jun-14,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checkpoint,Travel Accessories,"$1,038.91 ",Settle
2.01402E+12,5-Feb-14,28-Jan-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Cameras,"$1,034.09 ",Settle
2.01409E+12,3-Sep-14,26-Aug-14,SAN,San Diego International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,"$1,025.00 ",Settle
2.01405E+12,8-May-14,2-Oct-13,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Home Decor; Jewelry & Watches,"$1,003.15 ",Approve in Full
2.01405E+12,30-Apr-14,6-Apr-14,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Cameras,"$1,000.00 ",Approve in Full
2.0141E+12,24-Sep-14,4-Sep-14,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$987.79 ,Settle
2.01404E+12,8-Apr-14,3-Apr-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$982.43 ,Settle
2.01402E+12,3-Feb-14,18-Sep-13,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,Cameras,$981.30 ,Approve in Full
2.01408E+12,3-Aug-14,25-Jul-14,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$975.42 ,Approve in Full
2.01405E+12,9-May-14,22-Feb-14,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Jewelry & Watches; Personal Accessories,$964.98 ,Settle
2.01404E+12,1-Apr-14,21-Jul-13,MCO,Orlando International Airport,USAir  ,Passenger Property Loss,Checkpoint,Other,$964.65 ,Approve in Full
2.01406E+12,16-Jun-14,9-Jun-14,ATL,Hartsfield-Jackson Atlanta International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$955.00 ,Approve in Full
2.01411E+12,17-Nov-14,25-Oct-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cameras,$950.00 ,Settle
2.01401E+12,13-Jan-14,31-Dec-13,JFK,John F. Kennedy International,Virgin America,Property Damage,Checkpoint,Computer & Accessories,$941.77 ,Settle
2.01405E+12,13-May-14,5-Apr-14,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,$925.41 ,Approve in Full
2.01401E+12,22-Jan-14,7-Jan-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$916.77 ,Settle
2.01412E+12,12-Dec-14,8-Dec-13,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,$914.81 ,Approve in Full
2.01403E+12,10-Mar-14,2-Mar-14,ORD,Chicago O'Hare International Airport,Iberia Airlines,Property Damage,Checkpoint,Personal Electronics,$902.07 ,Settle
2.01403E+12,5-Mar-14,23-Feb-14,KOA,Kona International,Hawaiian Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$900.00 ,Settle
2.01404E+12,14-Apr-14,28-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Automobile Parts & Accessories,$891.37 ,Settle
2.01407E+12,10-Jul-14,6-Jul-14,JFK,John F. Kennedy International,Iberia Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$890.71 ,Settle
2.01401E+12,22-Jan-14,4-Jan-14,SEA,Seattle-Tacoma International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras; Travel Accessories,$865.94 ,Approve in Full
2.01405E+12,5-May-14,26-Mar-14,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$864.00 ,Approve in Full
2.01403E+12,27-Mar-14,22-Feb-14,JFK,John F. Kennedy International,China Eastern Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$850.00 ,Settle
2.01402E+12,7-Feb-14,15-Jan-14,JFK,John F. Kennedy International,Air China,Passenger Property Loss,Checked Baggage,Computer & Accessories,$849.00 ,Settle
2.01404E+12,7-Apr-14,18-Mar-14,PDX,Portland International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$846.11 ,Settle
2.01407E+12,3-Jul-14,1-Jul-14,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$837.13 ,Settle
2.01407E+12,24-Jun-14,12-Jun-14,SMF,Sacramento International Airport,UAL  ,Property Damage,Checked Baggage,Other,$837.00 ,Settle
2.01404E+12,7-Apr-14,5-Oct-13,DFW,Dallas-Fort Worth International Airport ,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,$835.84 ,Settle
2.01403E+12,25-Mar-14,21-Mar-14,PHL,Philadelphia International Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$833.92 ,Settle
2.01404E+12,21-Apr-14,15-Apr-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checked Baggage,Other,$817.40 ,Approve in Full
2.01501E+12,31-Dec-14,8-Dec-14,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$800.00 ,Approve in Full
2.01408E+12,12-Aug-14,16-Apr-14,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines  ,Property Damage,Checked Baggage,Medical/Science,$795.00 ,Settle
2.01404E+12,31-Mar-14,7-Mar-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$786.00 ,Approve in Full
2.01405E+12,14-May-14,22-Apr-14,DEN,Denver International Airport ,Frontier Airlines,Property Damage,Checkpoint,Personal Accessories,$784.00 ,Approve in Full
2.01412E+12,5-Dec-14,11-Nov-14,SAT,San Antonio International,Southwest Airlines  ,Property Damage,Checkpoint,Medical/Science,$768.00 ,Approve in Full
2.01402E+12,30-Jan-14,26-Jan-14,JAX,Jacksonville International,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,$755.00 ,Settle
2.01403E+12,7-Mar-14,26-Dec-13,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,$755.00 ,Approve in Full
2.01403E+12,18-Mar-14,5-Mar-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$755.00 ,Approve in Full
2.01405E+12,7-May-14,29-Apr-14,BNA,Nashville International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$755.00 ,Approve in Full
2.01406E+12,5-Jun-14,20-May-14,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$755.00 ,Approve in Full
2.01409E+12,11-Sep-14,11-Aug-14,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$755.00 ,Approve in Full
2.01411E+12,19-Nov-14,24-Oct-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$752.26 ,Settle
2.01407E+12,7-Jul-14,22-Jun-14,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$740.13 ,Approve in Full
2.01404E+12,1-Apr-14,31-Mar-14,LAX,Los Angeles International Airport ,China Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$740.00 ,Approve in Full
2.01407E+12,9-Jul-14,5-Jul-14,RIC,Richmond International,AirTran Airlines,Property Damage,Checkpoint,Computer & Accessories,$731.38 ,Approve in Full
2.01401E+12,19-Jan-14,14-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Frontier Airlines,Property Damage,Checkpoint,Computer & Accessories,$731.00 ,Approve in Full
2.01402E+12,3-Feb-14,31-Aug-13,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Passenger Property Loss,Checked Baggage,Medical/Science,$723.00 ,Approve in Full
2.01406E+12,16-Jun-14,16-May-14,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$719.12 ,Settle
2.01401E+12,8-Jan-14,26-May-13,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$717.86 ,Settle
2.01401E+12,14-Jan-14,29-Dec-13,LGA,LaGuardia ,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras; Cosmetics & Grooming; Personal Electronics,$716.97 ,Settle
2.01403E+12,26-Feb-14,8-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Korean Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$714.30 ,Settle
2.01405E+12,19-May-14,27-Apr-14,SAT,San Antonio International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$711.80 ,Approve in Full
2.01406E+12,19-Jun-14,15-Jun-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Travel Accessories,$711.18 ,Settle
2.01407E+12,20-Jun-14,24-May-14,LAX,Los Angeles International Airport ,America West  ,Passenger Property Loss,Checkpoint,Cameras,$704.93 ,Approve in Full
2.01402E+12,24-Feb-14,23-May-13,JFK,John F. Kennedy International,Virgin Atlantic,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$702.60 ,Settle
2.01404E+12,11-Apr-14,27-Mar-14,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$692.50 ,Settle
2.01407E+12,22-Jun-14,22-Jun-14,MSY,New Orleans International,USAir  ,Property Damage,Checkpoint,Sporting Equipment & Supplies,$690.00 ,Approve in Full
2.01407E+12,7-Jul-14,8-Jun-14,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Property Damage,Checkpoint,Computer & Accessories,$679.99 ,Settle
2.01406E+12,19-Jun-14,10-Jun-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$677.51 ,Settle
2.01403E+12,3-Mar-14,4-Feb-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$671.15 ,Settle
2.01401E+12,14-Jan-14,8-Oct-13,SEA,Seattle-Tacoma International,UAL  ,Property Damage,Checkpoint,Cameras,$666.35 ,Approve in Full
2.01411E+12,10-Nov-14,15-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,$663.04 ,Settle
2.01401E+12,22-Jan-14,26-Dec-13,JFK,John F. Kennedy International,Aeroflot Russian International,Passenger Property Loss,Checked Baggage,Computer & Accessories,$651.65 ,Settle
2.01405E+12,19-May-14,28-Apr-14,EUG,Eugene Airport/Mahlon Sweet Field,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,$650.00 ,Settle
2.01403E+12,13-Mar-14,3-Mar-14,MCO,Orlando International Airport,UAL  ,Property Damage,Checkpoint,Computer & Accessories,$649.65 ,Approve in Full
2.01407E+12,10-Jul-14,1-Jul-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$649.05 ,Settle
2.01401E+12,16-Jan-14,27-Oct-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,$648.95 ,Approve in Full
2.01405E+12,1-May-14,24-Apr-14,GRR,Gerald R. Ford International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$646.45 ,Settle
2.01404E+12,3-Apr-14,5-Mar-14,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$638.29 ,Approve in Full
2.01406E+12,16-Jun-14,17-Jan-14,LAX,Los Angeles International Airport ,Alaska Airlines  ,Property Damage,Checkpoint,Travel Accessories,$635.69 ,Settle
2.01402E+12,1-Feb-14,31-Jan-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$633.02 ,Approve in Full
2.01401E+12,3-Jan-14,26-Dec-13,PBI,Palm Beach International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$626.89 ,Approve in Full
2.01403E+12,26-Feb-14,10-Feb-14,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,$625.00 ,Settle
2.01402E+12,25-Feb-14,14-Feb-14,MRY,Monterey Peninsula Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$624.50 ,Settle
2.01401E+12,6-Jan-14,14-Nov-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,$623.70 ,Approve in Full
2.01404E+12,10-Apr-14,6-Apr-14,BOS,Boston (Logan) International Airport ,Swiss Air  ,Property Damage,Checked Baggage,Home Decor,$619.54 ,Settle
2.01401E+12,15-Jan-14,11-Jan-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Computer & Accessories,$617.12 ,Settle
2.01402E+12,21-Feb-14,18-Feb-14,IAH,Houston - George Bush Intercontinental Airport,Air China,Property Damage,Checkpoint,Computer & Accessories,$612.79 ,Settle
2.01404E+12,23-Apr-14,19-Apr-14,MSP,Minneapolis/ St.Paul International Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics,$603.77 ,Settle
2.01403E+12,27-Mar-14,11-Mar-14,SAV,Savannah International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$599.99 ,Settle
2.01404E+12,1-Apr-14,18-Mar-14,DCA,Ronald Reagan Washington National Airport,UAL  ,Property Damage,Checkpoint,Computer & Accessories,$599.99 ,Approve in Full
2.01403E+12,17-Mar-14,10-Mar-14,HNL,Honolulu International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$598.54 ,Settle
2.01404E+12,16-Apr-14,13-Apr-14,SEA,Seattle-Tacoma International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$587.11 ,Settle
2.01408E+12,14-Aug-14,25-Jun-14,TPA,Tampa International,UAL  ,Property Damage,Checkpoint,Personal Accessories,$578.95 ,Approve in Full
2.01404E+12,14-Apr-14,4-Apr-14,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Other,$578.00 ,Approve in Full
2.01407E+12,27-Jun-14,18-Jun-14,JFK,John F. Kennedy International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$574.50 ,Settle
2.0141E+12,15-Oct-14,7-Oct-14,LAX,Los Angeles International Airport ,Frontier Airlines,Property Damage,Checked Baggage,Travel Accessories,$572.88 ,Settle
2.01403E+12,3-Mar-14,2-Mar-14,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics,$572.38 ,Settle
2.0141E+12,26-Sep-14,18-Sep-14,PWM,Portland International Jetport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$570.46 ,Settle
2.01402E+12,24-Feb-14,22-Jan-14,SAT,San Antonio International,American Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,$569.60 ,Settle
2.01402E+12,19-Feb-14,5-Dec-13,JFK,John F. Kennedy International,Qantas Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,$567.70 ,Settle
2.01407E+12,26-Jun-14,8-Jun-14,JAN,Jackson International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$567.09 ,Approve in Full
2.01402E+12,25-Feb-14,23-Feb-14,CID,Eastern Iowa,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,$564.48 ,Approve in Full
2.01408E+12,6-Aug-14,3-Jul-14,IAH,Houston - George Bush Intercontinental Airport,Air China,Passenger Property Loss,Checkpoint,Personal Electronics,$562.88 ,Settle
2.01408E+12,11-Aug-14,7-Aug-14,LAS,McCarran International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,$558.65 ,Settle
2.01402E+12,24-Feb-14,17-Nov-13,DCA,Ronald Reagan Washington National Airport,US Express,Personal Injury,Checkpoint,Other,$555.09 ,Approve in Full
2.01401E+12,8-Jan-14,3-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,$554.87 ,Settle
2.01403E+12,26-Feb-14,25-Dec-13,LAX,Los Angeles International Airport ,EVA airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$550.05 ,Approve in Full
2.0141E+12,20-Oct-14,12-Oct-14,DEN,Denver International Airport ,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,$549.23 ,Approve in Full
2.01404E+12,18-Apr-14,13-Apr-14,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checkpoint,Clothing,$546.95 ,Approve in Full
2.01406E+12,6-Jun-14,4-May-14,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,$546.49 ,Settle
2.01403E+12,23-Mar-14,16-Mar-14,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,$538.44 ,Settle
2.01409E+12,14-Aug-14,30-Jun-14,LAX,Los Angeles International Airport ,Air Canada,Property Damage,Checked Baggage,Musical Instruments & Accessories,$534.20 ,Settle
2.01401E+12,3-Jan-14,16-Dec-13,JFK,John F. Kennedy International,Air France,Passenger Property Loss,Checked Baggage,Computer & Accessories,$531.74 ,Approve in Full
2.01408E+12,8-Jul-14,25-May-14,JFK,John F. Kennedy International,Air Berlin,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,$531.06 ,Settle
2.01403E+12,7-Mar-14,4-Mar-14,PIT,Pittsburgh International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,$528.04 ,Settle
2.01405E+12,1-May-14,13-Apr-14,GRR,Gerald R. Ford International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$527.88 ,Approve in Full
2.01408E+12,1-Aug-14,29-Jul-14,FLL,Ft. Lauderdale-Hollywood International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,$525.83 ,Settle
2.01402E+12,18-Feb-14,19-Jan-13,ILG,New Castle Airport,Frontier Airlines,Property Damage,Checkpoint,Personal Accessories,$522.00 ,Settle
